57003;Commune;Antoing;15,4;11,0;4,4;84,6;;528;377;151;2898;;3426;;;;;;;;;;;;
57018;Commune;Celles;13,7;9,4;4,3;86,3;;321;221;100;2022;;2343;;;;;;;;;;;;
57027;Commune;Estaimpuis;13,4;9,6;3,9;86,6;;599;427;172;3862;;4461;;;;;;;;;;;;
57062;Commune;Pecq;13,3;9,2;4,0;86,7;;335;233;102;2187;;2522;;;;;;;;;;;;
57064;Commune;Péruwelz;14,3;10,0;4,3;85,7;;1086;760;326;6495;;7581;;;;;;;;;;;;
57072;Commune;Rumes;15,4;11,3;4,1;84,6;;354;260;94;1947;;2301;;;;;;;;;;;;
57081;Commune;Tournai;15,9;11,4;4,6;84,1;;5141;3670;1471;27156;;32297;;;;;;;;;;;;
57093;Commune;Brunehaut;13,9;9,7;4,2;86,1;;470;327;143;2905;;3375;;;;;;;;;;;;
57094;Commune;Leuze-en-Hainaut;14,6;10,3;4,3;85,4;;908;640;268;5310;;6218;;;;;;;;;;;;
57095;Commune;Mont-de-l'Enclus;13,8;8,4;5,3;86,2;;215;132;83;1348;;1563;;;;;;;;;;;;
57096;Commune;Mouscron;14,9;10,7;4,2;85,1;;3844;2762;1082;21939;;25783;;;;;;;;;;;;
57097;Commune;Comines-Warneton;14,8;10,7;4,1;85,2;;1189;857;332;6823;;8012;;;;;;;;;;;;
58000;Arrondissement;La Louvière;14,6;10,4;4,2;85,4;;9124;6489;2635;53397;;62521;;;;;;;;;;;;
58001;Commune;La Louvière;14,5;10,3;4,2;85,5;;5174;3678;1496;30521;;35695;;;;;;;;;;;;
58002;Commune;Binche;15,4;11,2;4,2;84,6;;2336;1695;641;12853;;15189;;;;;;;;;;;;
58003;Commune;Estinnes;13,1;8,8;4,3;86,9;;441;297;144;2931;;3372;;;;;;;;;;;;
58004;Commune;Morlanwelz;14,2;9,9;4,3;85,8;;1173;819;354;7092;;8265;;;;;;;;;;;;
60000;Province;Liège;14,8;10,0;4,8;85,2;;74178;50185;23993;427119;;501297;;;;;;;;;;;;
61000;Arrondissement;Huy;13,6;9,1;4,6;86,4;;6841;4546;2295;43358;;50199;;;;;;;;;;;;
61003;Commune;Amay;13,6;9,3;4,2;86,4;;857;591;266;5467;;6324;;;;;;;;;;;;
61010;Commune;Burdinne;11,3;6,7;4,6;88,7;;153;91;62;1196;;1349;;;;;;;;;;;;
61012;Commune;Clavier;11,7;7,9;3,8;88,3;;229;155;74;1735;;1964;;;;;;;;;;;;
61019;Commune;Ferrières;15,0;9,3;5,7;85,0;;336;208;128;1907;;2243;;;;;;;;;;;;
61024;Commune;Hamoir;15,4;10,2;5,2;84,6;;268;178;90;1470;;1738;;;;;;;;;;;;
61028;Commune;Héron;9,3;5,7;3,5;90,7;;204;126;78;1996;;2200;;;;;;;;;;;;
61031;Commune;Huy;16,2;11,1;5,1;83,8;;1684;1151;533;8707;;10391;;;;;;;;;;;;
61039;Commune;Marchin;13,1;8,0;5,1;86,9;;312;190;122;2062;;2374;;;;;;;;;;;;
61041;Commune;Modave;12,6;7,9;4,8;87,4;;227;141;86;1568;;1795;;;;;;;;;;;;
61043;Commune;Nandrin;12,9;8,4;4,6;87,1;;303;196;107;2044;;2347;;;;;;;;;;;;
61048;Commune;Ouffet;13,0;8,8;4,2;87,0;;160;108;52;1070;;1230;;;;;;;;;;;;
61063;Commune;Verlaine;10,2;6,9;3,4;89,8;;177;119;58;1553;;1730;;;;;;;;;;;;
61068;Commune;Villers-le-Bouillet;10,7;7,2;3,5;89,3;;295;198;97;2458;;2753;;;;;;;;;;;;
61072;Commune;Wanze;15,1;10,4;4,7;84,9;;910;625;285;5124;;6034;;;;;;;;;;;;
61079;Commune;Anthisnes;13,4;9,2;4,3;86,6;;246;168;78;1585;;1831;;;;;;;;;;;;
61080;Commune;Engis;12,4;7,8;4,6;87,6;;347;217;130;2452;;2799;;;;;;;;;;;;
61081;Commune;Tinlot;12,1;7,7;4,5;87,9;;133;84;49;964;;1097;;;;;;;;;;;;
62000;Arrondissement;Liège;15,2;10,3;4,9;84,8;;43841;29814;14027;244485;;288326;;;;;;;;;;;;
62003;Commune;Ans;16,6;12,3;4,3;83,4;;2104;1559;545;10555;;12659;;;;;;;;;;;;
62006;Commune;Awans;13,4;9,2;4,2;86,6;;520;357;163;3360;;3880;;;;;;;;;;;;
62009;Commune;Aywaille;16,2;10,4;5,8;83,8;;941;605;336;4882;;5823;;;;;;;;;;;;
62011;Commune;Bassenge;12,1;7,9;4,1;87,9;;473;311;162;3441;;3914;;;;;;;;;;;;
62015;Commune;Beyne-Heusay;14,8;10,2;4,6;85,2;;772;530;242;4448;;5220;;;;;;;;;;;;
62022;Commune;Chaudfontaine;17,1;11,9;5,2;82,9;;1566;1087;479;7586;;9152;;;;;;;;;;;;
62026;Commune;Comblain-au-Pont;14,6;10,8;3,9;85,4;;341;251;90;1989;;2330;;;;;;;;;;;;
62027;Commune;Dalhem;11,3;7,4;3,8;88,7;;372;245;127;2930;;3302;;;;;;;;;;;;
62032;Commune;Esneux;17,3;11,5;5,8;82,7;;1054;700;354;5047;;6101;;;;;;;;;;;;
62038;Commune;Fléron;18,4;13,4;5,0;81,6;;1369;995;374;6070;;7439;;;;;;;;;;;;
62051;Commune;Herstal;14,8;10,1;4,6;85,2;;2531;1736;795;14601;;17132;;;;;;;;;;;;
62060;Commune;Juprelle;12,9;8,7;4,2;87,1;;520;351;169;3516;;4036;;;;;;;;;;;;
62063;Commune;Liège;15,2;10,1;5,1;84,8;;15046;10000;5046;83693;;98739;;;;;;;;;;;;
62079;Commune;Oupeye;15,4;10,5;5,0;84,6;;1756;1189;567;9618;;11374;;;;;;;;;;;;
62093;Commune;Saint-Nicolas;14,8;10,1;4,7;85,2;;1563;1065;498;9016;;10579;;;;;;;;;;;;
62096;Commune;Seraing;16,4;11,2;5,2;83,6;;4854;3308;1546;24719;;29573;;;;;;;;;;;;
62099;Commune;Soumagne;13,2;9,0;4,1;86,8;;972;668;304;6416;;7388;;;;;;;;;;;;
62100;Commune;Sprimont;12,9;8,8;4,2;87,1;;837;568;269;5643;;6480;;;;;;;;;;;;
62108;Commune;Visé;15,0;10,4;4,6;85,0;;1190;827;363;6764;;7954;;;;;;;;;;;;
62118;Commune;Grâce-Hollogne;13,9;9,6;4,2;86,1;;1355;942;413;8419;;9774;;;;;;;;;;;;
62119;Commune;Blegny;13,9;9,1;4,8;86,1;;802;527;275;4987;;5789;;;;;;;;;;;;
62120;Commune;Flémalle;15,1;10,4;4,7;84,9;;1794;1235;559;10067;;11861;;;;;;;;;;;;
62121;Commune;Neupré;15,4;11,0;4,5;84,6;;668;474;194;3656;;4324;;;;;;;;;;;;
62122;Commune;Trooz;12,6;8,1;4,5;87,4;;441;284;157;3062;;3503;;;;;;;;;;;;
63000;Arrondissement;Verviers;14,8;9,9;4,9;85,2;;18774;12559;6215;108360;;127134;;;;;;;;;;;;
63001;Commune;Amblève;13,0;8,6;4,4;87,0;;305;201;104;2036;;2341;;;;;;;;;;;;
63003;Commune;Aubel;16,9;12,3;4,5;83,1;;308;225;83;1517;;1825;;;;;;;;;;;;
63004;Commune;Baelen;11,6;7,2;4,4;88,4;;228;141;87;1733;;1961;;;;;;;;;;;;
63012;Commune;Bullange;15,1;9,9;5,2;84,9;;358;235;123;2020;;2378;;;;;;;;;;;;
63013;Commune;Butgenbach;15,0;9,8;5,2;85,0;;366;239;127;2076;;2442;;;;;;;;;;;;
63020;Commune;Dison;12,7;8,4;4,3;87,3;;786;519;267;5394;;6180;;;;;;;;;;;;
63023;Commune;Eupen;15,2;10,6;4,6;84,8;;1418;993;425;7917;;9335;;;;;;;;;;;;
63035;Commune;Herve;14,0;9,7;4,4;86,0;;1066;734;332;6536;;7602;;;;;;;;;;;;
63038;Commune;Jalhay;14,2;9,5;4,7;85,8;;526;353;173;3191;;3717;;;;;;;;;;;;
63040;Commune;La Calamine;16,0;11,0;5,0;84,0;;829;571;258;4350;;5179;;;;;;;;;;;;
63045;Commune;Lierneux;13,8;9,3;4,5;86,2;;217;146;71;1359;;1576;;;;;;;;;;;;
63046;Commune;Limbourg;14,0;8,6;5,4;86,0;;335;205;130;2053;;2388;;;;;;;;;;;;
63048;Commune;Lontzen;12,7;8,0;4,7;87,3;;319;202;117;2191;;2510;;;;;;;;;;;;
63049;Commune;Malmedy;16,8;11,7;5,0;83,2;;1003;703;300;4982;;5985;;;;;;;;;;;;
63057;Commune;Olne;13,0;8,4;4,6;87,0;;226;146;80;1515;;1741;;;;;;;;;;;;
63058;Commune;Pepinster;14,2;9,8;4,4;85,8;;566;392;174;3417;;3983;;;;;;;;;;;;
63061;Commune;Raeren;12,0;8,2;3,8;88,0;;573;391;182;4215;;4788;;;;;;;;;;;;
63067;Commune;Saint-Vith;13,7;9,0;4,7;86,3;;607;398;209;3835;;4442;;;;;;;;;;;;
63072;Commune;Spa;21,6;14,5;7,1;78,4;;1049;703;346;3812;;4861;;;;;;;;;;;;
63073;Commune;Stavelot;16,2;10,6;5,6;83,8;;525;344;181;2713;;3238;;;;;;;;;;;;
63075;Commune;Stoumont;15,6;8,7;6,8;84,4;;216;121;95;1172;;1388;;;;;;;;;;;;
63076;Commune;Theux;13,9;9,3;4,6;86,1;;721;482;239;4455;;5176;;;;;;;;;;;;
63079;Commune;Verviers;15,7;10,6;5,1;84,3;;3859;2606;1253;20695;;24554;;;;;;;;;;;;
63080;Commune;Waimes;14,2;9,8;4,5;85,8;;465;319;146;2799;;3264;;;;;;;;;;;;
63084;Commune;Welkenraedt;14,3;9,1;5,2;85,7;;650;415;235;3903;;4553;;;;;;;;;;;;
63086;Commune;Trois-Ponts;15,4;9,4;6,0;84,6;;183;112;71;1004;;1187;;;;;;;;;;;;
63087;Commune;Burg-Reuland;14,8;9,5;5,3;85,2;;250;161;89;1440;;1690;;;;;;;;;;;;
63088;Commune;Plombières;13,1;7,9;5,2;86,9;;601;363;238;3971;;4572;;;;;;;;;;;;
63089;Commune;Thimister-Clermont;9,6;6,1;3,5;90,4;;219;139;80;2059;;2278;;;;;;;;;;;;
64000;Arrondissement;Waremme;13,2;9,2;4,1;86,8;;4722;3266;1456;30916;;35638;;;;;;;;;;;;
64008;Commune;Berloz;9,5;6,1;3,4;90,5;;130;83;47;1237;;1367;;;;;;;;;;;;
64015;Commune;Braives;11,8;7,9;3,9;88,2;;308;207;101;2298;;2606;;;;;;;;;;;;
64021;Commune;Crisnée;12,8;8,5;4,3;87,2;;192;128;64;1306;;1498;;;;;;;;;;;;
64023;Commune;Donceel;9,4;6,1;3,3;90,6;;125;81;44;1209;;1334;;;;;;;;;;;;
64025;Commune;Fexhe-le-Haut-Clocher;11,9;8,5;3,5;88,1;;171;121;50;1260;;1431;;;;;;;;;;;;
64029;Commune;Geer;9,6;6,5;3,1;90,4;;137;93;44;1291;;1428;;;;;;;;;;;;
64034;Commune;Hannut;14,6;10,4;4,2;85,4;;1061;755;306;6199;;7260;;;;;;;;;;;;
64047;Commune;Lincent;11,3;6,8;4,5;88,7;;155;93;62;1218;;1373;;;;;;;;;;;;
64056;Commune;Oreye;13,2;9,0;4,1;86,8;;227;156;71;1497;;1724;;;;;;;;;;;;
64063;Commune;Remicourt;11,4;7,6;3,8;88,6;;287;191;96;2223;;2510;;;;;;;;;;;;
64065;Commune;Saint-Georges-sur-Meuse;12,5;8,0;4,5;87,5;;383;246;137;2686;;3069;;;;;;;;;;;;
64074;Commune;Waremme;17,5;13,0;4,5;82,5;;1253;928;325;5904;;7157;;;;;;;;;;;;
64075;Commune;Wasseiges;9,2;6,0;3,2;90,8;;117;76;41;1151;;1268;;;;;;;;;;;;
64076;Commune;Faimes;10,9;6,7;4,2;89,1;;176;108;68;1437;;1613;;;;;;;;;;;;
80000;Province;Luxembourg;13,4;9,1;4,3;86,6;;17009;11500;5509;109901;;126910;;;;;;;;;;;;
81000;Arrondissement;Arlon;11,6;8,3;3,4;88,4;;3285;2338;947;24972;;28257;;;;;;;;;;;;
81001;Commune;Arlon;12,1;8,6;3,5;87,9;;1736;1238;498;12617;;14353;;;;;;;;;;;;
81003;Commune;Attert;8,4;5,4;3,0;91,6;;183;117;66;1984;;2167;;;;;;;;;;;;
81004;Commune;Aubange;11,4;8,3;3,1;88,6;;844;612;232;6531;;7375;;;;;;;;;;;;
81013;Commune;Martelange;13,1;9,5;3,7;86,9;;114;82;32;753;;867;;;;;;;;;;;;
81015;Commune;Messancy;11,7;8,3;3,4;88,3;;408;289;119;3087;;3495;;;;;;;;;;;;
82000;Arrondissement;Bastogne;12,5;8,4;4,1;87,5;;2669;1795;874;18621;;21290;;;;;;;;;;;;
82003;Commune;Bastogne;11,6;8,3;3,4;88,4;;842;597;245;6391;;7233;;;;;;;;;;;;
82005;Commune;Bertogne;10,0;6,2;3,7;90,0;;147;92;55;1325;;1472;;;;;;;;;;;;
82009;Commune;Fauvillers;11,4;7,0;4,5;88,6;;110;67;43;854;;964;;;;;;;;;;;;
82014;Commune;Houffalize;13,5;8,1;5,5;86,5;;317;189;128;2024;;2341;;;;;;;;;;;;
82032;Commune;Vielsalm;15,3;10,0;5,3;84,7;;537;352;185;2976;;3513;;;;;;;;;;;;
82036;Commune;Vaux-sur-Sûre;10,1;7,6;2,6;89,9;;239;178;61;2117;;2356;;;;;;;;;;;;
82037;Commune;Gouvy;14,7;9,8;4,9;85,3;;342;229;113;1983;;2325;;;;;;;;;;;;
82038;Commune;Sainte-Ode;12,4;8,4;4,1;87,6;;135;91;44;951;;1086;;;;;;;;;;;;
83000;Arrondissement;Marche-en-Famenne;15,0;9,7;5,3;85,0;;3849;2495;1354;21751;;25600;;;;;;;;;;;;
83012;Commune;Durbuy;16,2;9,7;6,4;83,8;;854;514;340;4428;;5282;;;;;;;;;;;;
83013;Commune;Érezée;14,4;8,2;6,2;85,6;;215;123;92;1277;;1492;;;;;;;;;;;;
83028;Commune;Hotton;16,3;11,3;5,1;83,7;;413;285;128;2117;;2530;;;;;;;;;;;;
83031;Commune;La Roche-en-Ardenne;17,9;10,7;7,2;82,1;;350;209;141;1600;;1950;;;;;;;;;;;;
83034;Commune;Marche-en-Famenne;14,5;10,2;4,3;85,5;;1147;809;338;6780;;7927;;;;;;;;;;;;
83040;Commune;Nassogne;14,6;9,6;4,9;85,4;;353;234;119;2072;;2425;;;;;;;;;;;;
83044;Commune;Rendeux;14,7;9,2;5,5;85,3;;171;107;64;993;;1164;;;;;;;;;;;;
83049;Commune;Tenneville;12,8;8,0;4,9;87,2;;158;98;60;1073;;1231;;;;;;;;;;;;
83055;Commune;Manhay;11,8;7,3;4,5;88,2;;188;116;72;1411;;1599;;;;;;;;;;;;
84000;Arrondissement;Neufchâteau;14,2;9,3;4,9;85,8;;4026;2633;1393;24257;;28283;;;;;;;;;;;;
84009;Commune;Bertrix;14,3;9,5;4,8;85,7;;576;382;194;3441;;4017;;;;;;;;;;;;
84010;Commune;Bouillon;19,4;11,4;8,0;80,6;;504;297;207;2098;;2602;;;;;;;;;;;;
84016;Commune;Daverdisse;18,2;11,4;6,8;81,8;;110;69;41;495;;605;;;;;;;;;;;;
84029;Commune;Herbeumont;13,5;8,5;5,0;86,5;;102;64;38;654;;756;;;;;;;;;;;;
84033;Commune;Léglise;9,6;5,9;3,6;90,4;;208;129;79;1962;;2170;;;;;;;;;;;;
84035;Commune;Libin;13,5;8,5;5,0;86,5;;307;193;114;1962;;2269;;;;;;;;;;;;
84043;Commune;Neufchâteau;11,3;7,9;3,4;88,7;;379;266;113;2985;;3364;;;;;;;;;;;;
84050;Commune;Paliseul;14,0;9,2;4,9;86,0;;341;223;118;2087;;2428;;;;;;;;;;;;
84059;Commune;Saint-Hubert;16,7;11,1;5,6;83,3;;428;285;143;2136;;2564;;;;;;;;;;;;
84068;Commune;Tellin;17,3;12,2;5,1;82,7;;189;133;56;901;;1090;;;;;;;;;;;;
84075;Commune;Wellin;15,3;9,1;6,2;84,7;;208;124;84;1148;;1356;;;;;;;;;;;;
84077;Commune;Libramont-Chevigny;13,3;9,2;4,1;86,7;;674;468;206;4388;;5062;;;;;;;;;;;;
85000;Arrondissement;Virton;13,5;9,5;4,0;86,5;;3180;2239;941;20300;;23480;;;;;;;;;;;;
85007;Commune;Chiny;15,8;10,4;5,4;84,2;;364;240;124;1942;;2306;;;;;;;;;;;;
85009;Commune;Étalle;10,7;7,1;3,6;89,3;;266;177;89;2214;;2480;;;;;;;;;;;;
85011;Commune;Florenville;17,6;11,8;5,8;82,4;;479;322;157;2247;;2726;;;;;;;;;;;;
85024;Commune;Meix-devant-Virton;13,9;10,6;3,3;86,1;;169;129;40;1043;;1212;;;;;;;;;;;;
85026;Commune;Musson;11,6;8,0;3,6;88,4;;220;151;69;1679;;1899;;;;;;;;;;;;
85034;Commune;Saint-Léger;10,9;8,2;2,6;89,1;;165;125;40;1354;;1519;;;;;;;;;;;;
85039;Commune;Tintigny;12,2;8,5;3,7;87,8;;226;158;68;1631;;1857;;;;;;;;;;;;
85045;Commune;Virton;15,2;10,9;4,3;84,8;;778;558;220;4334;;5112;;;;;;;;;;;;
85046;Commune;Habay;10,7;8,0;2,8;89,3;;372;276;96;3097;;3469;;;;;;;;;;;;
85047;Commune;Rouvroy;15,7;11,4;4,2;84,3;;141;103;38;759;;900;;;;;;;;;;;;
90000;Province;Namur;14,4;9,9;4,6;85,6;;32079;21912;10167;190132;;222211;;;;;;;;;;;;
91000;Arrondissement;Dinant;15,6;10,3;5,2;84,4;;7860;5228;2632;42673;;50533;;;;;;;;;;;;
